Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G064950.0, HORVU.MOREX.r3.1HG0066390.0, 105, 1509

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G042490.0, HORVU.MOREX.r3.1HG0044640.0, 105, 2991

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G049320.0, HORVU.MOREX.r3.1HG0051930.0, 105, 7654

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070920.0, HORVU.MOREX.r3.1HG0072370.0, 105, 4846

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G093240.0, HORVU.MOREX.r3.1HG0093320.0, 105, 5427

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G031310.0, HORVU.MOREX.r3.1HG0033540.0, 105, 45637

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G059300.0, HORVU.MOREX.r3.1HG0061300.0, 105, 3202

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G071440.0, HORVU.MOREX.r3.1HG0072740.0, 105, 1588

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G061910.0, HORVU.MOREX.r3.1HG0063570.0, 105, 1568

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G092300.0, HORVU.MOREX.r3.1HG0092660.0, 105, 3078

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G065960.0, HORVU.MOREX.r3.1HG0067370.0, 105, 9353

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G013900.0, HORVU.MOREX.r3.1HG0014580.0, 105, 4724

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G057940.0, HORVU.MOREX.r3.1HG0059740.0, 105, 3472

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G049480.0, HORVU.MOREX.r3.1HG0052120.0, 105, 3369

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G069650.0, HORVU.MOREX.r3.1HG0070940.0, 105, 3655

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G035950.0, HORVU.MOREX.r3.1HG0037960.0, 105, 969

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G056210.0, HORVU.MOREX.r3.1HG0058310.0, 105, 1766

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G032190.0, HORVU.MOREX.r3.1HG0034330.0, 105, 24111

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G051620.0, HORVU.MOREX.r3.1HG0054190.0, 105, 876

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G029520.0, HORVU.MOREX.r3.1HG0031480.0, 105, 6814

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G031780.0, HORVU.MOREX.r3.1HG0034050.0, 105, 4458

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G090510.0, HORVU.MOREX.r3.1HG0090830.0, 105, 3807

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G069170.0, HORVU.MOREX.r3.1HG0070390.0, 105, 2846

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G073480.0, HORVU.MOREX.r3.1HG0074400.0, 105, 828

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070190.0, HORVU.MOREX.r3.1HG0071390.0, 105, 2053

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G056150.0, HORVU.MOREX.r3.1HG0058240.0, 105, 1703

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G032780.0, HORVU.MOREX.r3.1HG0034590.0, 105, 62833

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G092290.0, HORVU.MOREX.r3.1HG0092670.0, 105, 3179

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G067690.0, HORVU.MOREX.r3.1HG0069080.0, 105, 1684

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G050880.0, HORVU.MOREX.r3.1HG0053520.0, 105, 3134

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058100.0, HORVU.MOREX.r3.1HG0059860.0, 105, 9367

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G025570.0, HORVU.MOREX.r3.1HG0027120.0, 105, 9649

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G087770.0, HORVU.MOREX.r3.1HG0088020.0, 105, 1551

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G092710.0, HORVU.MOREX.r3.1HG0092880.0, 105, 3587

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G057800.0, HORVU.MOREX.r3.1HG0059600.0, 105, 19592

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G057880.0, HORVU.MOREX.r3.1HG0059680.0, 105, 2106

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072230.0, HORVU.MOREX.r3.1HG0073360.0, 105, 3670

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G003530.0, HORVU.MOREX.r3.1HG0003910.0, 105, 743
HORVU1Hr1G003530.0, HORVU.MOREX.r3.1HG0003900.0, 105, 4956
HORVU1Hr1G003530.0, HORVU.MOREX.r3.1HG0003890.0, 105, 2165

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070440.0, HORVU.MOREX.r3.1HG0071760.0, 105, 3157

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G094530.0, HORVU.MOREX.r3.1HG0094520.0, 105, 9558

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G048510.0, HORVU.MOREX.r3.1HG0051060.0, 105, 503

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G050130.0, HORVU.MOREX.r3.1HG0052810.0, 105, 1844
HORVU1Hr1G050130.0, HORVU.MOREX.r3.1HG0052800.0, 105, 950

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G093790.0, HORVU.MOREX.r3.1HG0093780.0, 105, 5171

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G090300.0, HORVU.MOREX.r3.1HG0090650.0, 105, 560
HORVU1Hr1G090300.0, HORVU.MOREX.r3.1HG0090640.0, 105, 419

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G066100.0, HORVU.MOREX.r3.1HG0067550.0, 105, 2750

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G009060.0, HORVU.MOREX.r3.1HG0009380.0, 105, 342

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G002300.0, HORVU.MOREX.r3.1HG0002630.0, 105, 4829

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G073180.0, HORVU.MOREX.r3.1HG0074200.0, 105, 1532

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G005720.0, HORVU.MOREX.r3.1HG0006430.0, 105, 2343

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G024510.0, HORVU.MOREX.r3.1HG0025880.0, 105, 3845

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G057650.0, HORVU.MOREX.r3.1HG0059450.0, 105, 3946
HORVU1Hr1G057650.0, HORVU.MOREX.r3.1HG0059440.0, 105, 1476

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058880.0, HORVU.MOREX.r3.1HG0060700.0, 105, 10787

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G044780.0, HORVU.MOREX.r3.1HG0047100.0, 105, 2350

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072410.0, HORVU.MOREX.r3.1HG0073460.0, 105, 6103

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072110.0, HORVU.MOREX.r3.1HG0073250.0, 105, 3058

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070290.0, HORVU.MOREX.r3.1HG0071460.0, 105, 1304

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G016420.0, HORVU.MOREX.r3.1HG0017050.0, 105, 1238

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G037320.0, HORVU.MOREX.r3.1HG0038990.0, 105, 762
HORVU1Hr1G037320.0, HORVU.MOREX.r3.1HG0038980.0, 105, 1070

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G064470.0, HORVU.MOREX.r3.1HG0065890.0, 105, 1574

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070270.0, HORVU.MOREX.r3.1HG0071490.0, 105, 4628

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G068870.0, HORVU.MOREX.r3.1HG0070120.0, 105, 3675

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G088270.0, HORVU.MOREX.r3.1HG0088690.0, 105, 725
HORVU1Hr1G088270.0, HORVU.MOREX.r3.1HG0088680.0, 105, 3175

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G059920.0, HORVU.MOREX.r3.1HG0061800.0, 105, 907

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G090330.0, HORVU.MOREX.r3.1HG0090630.0, 105, 4124

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G003990.0, HORVU.MOREX.r3.1HG0004240.0, 105, 1677

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G040540.0, HORVU.MOREX.r3.1HG0042290.0, 105, 5535

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G051570.0, HORVU.MOREX.r3.1HG0054150.0, 105, 15679

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G094570.0, HORVU.MOREX.r3.1HG0094540.0, 105, 9623

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G064420.0, HORVU.MOREX.r3.1HG0065840.0, 105, 817
HORVU1Hr1G064420.0, HORVU.MOREX.r3.1HG0065830.0, 105, 1936

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072670.0, HORVU.MOREX.r3.1HG0073780.0, 105, 2571

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G015210.0, HORVU.MOREX.r3.1HG0015680.0, 105, 3495

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G033270.0, HORVU.MOREX.r3.1HG0035230.0, 105, 11681

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G068850.0, HORVU.MOREX.r3.1HG0070100.0, 105, 3148

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G093480.0, HORVU.MOREX.r3.1HG0093550.0, 105, 3375

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G002680.0, HORVU.MOREX.r3.1HG0003070.0, 105, 1832

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G015500.0, HORVU.MOREX.r3.1HG0016110.0, 105, 4434

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072360.0, HORVU.MOREX.r3.1HG0073430.0, 105, 12026

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G002900.0, HORVU.MOREX.r3.1HG0003180.0, 105, 1496

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G001460.0, HORVU.MOREX.r3.1HG0001470.0, 105, 3855

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G056670.0, HORVU.MOREX.r3.1HG0058810.0, 105, 13142

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G022060.0, HORVU.MOREX.r3.1HG0023150.0, 105, 2491

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G004330.0, HORVU.MOREX.r3.1HG0004780.0, 105, 659
HORVU1Hr1G004330.0, HORVU.MOREX.r3.1HG0004730.0, 105, 1205

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072750.0, HORVU.MOREX.r3.1HG0073840.0, 105, 3476

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G057240.0, HORVU.MOREX.r3.1HG0059230.0, 105, 4260

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G090050.0, HORVU.MOREX.r3.1HG0090310.0, 105, 1717
HORVU1Hr1G090050.0, HORVU.MOREX.r3.1HG0090300.0, 105, 11236

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G005980.0, HORVU.MOREX.r3.1HG0006690.0, 105, 13325

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G004150.0, HORVU.MOREX.r3.1HG0004290.0, 105, 224
HORVU1Hr1G004150.0, HORVU.MOREX.r3.1HG0004280.0, 105, 3724

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G044200.0, HORVU.MOREX.r3.1HG0046650.0, 105, 2964

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G036200.0, HORVU.MOREX.r3.1HG0037670.0, 105, 3776

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G086190.0, HORVU.MOREX.r3.1HG0086560.0, 105, 6992

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G053230.0, HORVU.MOREX.r3.1HG0055700.0, 105, 1441

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G092920.0, HORVU.MOREX.r3.1HG0093120.0, 105, 2699

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G056600.0, HORVU.MOREX.r3.1HG0058730.0, 105, 2497

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G042770.0, HORVU.MOREX.r3.1HG0044800.0, 105, 2995

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G053600.0, HORVU.MOREX.r3.1HG0056010.0, 105, 6370

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G003250.0, HORVU.MOREX.r3.1HG0003650.0, 105, 1976

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G043930.0, HORVU.MOREX.r3.1HG0046300.0, 105, 680
HORVU1Hr1G043930.0, HORVU.MOREX.r3.1HG0046290.0, 105, 1958

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G016360.0, HORVU.MOREX.r3.1HG0016940.0, 105, 6998

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G068300.0, HORVU.MOREX.r3.1HG0069690.0, 105, 275

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G013480.0, HORVU.MOREX.r3.1HG0014120.0, 105, 3667

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G016710.0, HORVU.MOREX.r3.1HG0017340.0, 105, 224

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G008230.0, HORVU.MOREX.r3.1HG0008520.0, 105, 4037

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G005280.0, HORVU.MOREX.r3.1HG0005780.0, 105, 1702

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G040150.0, HORVU.MOREX.r3.1HG0042090.0, 105, 380

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072690.0, HORVU.MOREX.r3.1HG0073730.0, 105, 4563

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070430.0, HORVU.MOREX.r3.1HG0071770.0, 105, 4721

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G047180.0, HORVU.MOREX.r3.1HG0049620.0, 105, 4613
HORVU1Hr1G047180.0, HORVU.MOREX.r3.1HG0049610.0, 105, 3457

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G059960.0, HORVU.MOREX.r3.1HG0061850.0, 105, 3233

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G069000.0, HORVU.MOREX.r3.1HG0070250.0, 105, 1266

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G021700.0, HORVU.MOREX.r3.1HG0022680.0, 105, 3757

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058280.0, HORVU.MOREX.r3.1HG0060090.0, 105, 2442
HORVU1Hr1G058280.0, HORVU.MOREX.r3.1HG0060080.0, 105, 2075

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G070330.0, HORVU.MOREX.r3.1HG0071620.0, 105, 4972

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G039600.0, HORVU.MOREX.r3.1HG0041580.0, 105, 1733

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G033110.0, HORVU.MOREX.r3.1HG0034970.0, 105, 5498

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G025040.0, HORVU.MOREX.r3.1HG0026470.0, 105, 4031

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058330.0, HORVU.MOREX.r3.1HG0060140.0, 105, 1305

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G066630.0, HORVU.MOREX.r3.1HG0068060.0, 105, 1628

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G056000.0, HORVU.MOREX.r3.1HG0057990.0, 105, 2269
HORVU1Hr1G056000.0, HORVU.MOREX.r3.1HG0057980.0, 105, 1248

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G051780.0, HORVU.MOREX.r3.1HG0054310.0, 105, 881

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G068120.0, HORVU.MOREX.r3.1HG0069540.0, 105, 1642

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G008340.0, HORVU.MOREX.r3.1HG0008630.0, 105, 1028

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G047100.0, HORVU.MOREX.r3.1HG0049580.0, 105, 6901

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G019660.0, HORVU.MOREX.r3.1HG0020310.0, 105, 1273

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058820.0, HORVU.MOREX.r3.1HG0060640.0, 105, 7027
HORVU1Hr1G058820.0, HORVU.MOREX.r3.1HG0060630.0, 105, 3791

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G058400.0, HORVU.MOREX.r3.1HG0060220.0, 105, 788

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G024670.0, HORVU.MOREX.r3.1HG0025990.0, 105, 3382
HORVU1Hr1G024670.0, HORVU.MOREX.r3.1HG0025980.0, 105, 6735

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G013360.0, HORVU.MOREX.r3.1HG0013980.0, 105, 2279
HORVU1Hr1G013360.0, HORVU.MOREX.r3.1HG0013970.0, 105, 353

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G093250.0, HORVU.MOREX.r3.1HG0093370.0, 105, 566
HORVU1Hr1G093250.0, HORVU.MOREX.r3.1HG0093390.0, 105, 566
HORVU1Hr1G093250.0, HORVU.MOREX.r3.1HG0093360.0, 105, 338
HORVU1Hr1G093250.0, HORVU.MOREX.r3.1HG0093380.0, 105, 566
HORVU1Hr1G093250.0, HORVU.MOREX.r3.1HG0093350.0, 105, 11067

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G086180.0, HORVU.MOREX.r3.1HG0086530.0, 105, 1820

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G049980.0, HORVU.MOREX.r3.1HG0052700.0, 105, 4018

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G000430.0, HORVU.MOREX.r3.1HG0000490.0, 105, 2052

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G068860.0, HORVU.MOREX.r3.1HG0070110.0, 105, 5087

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G095330.0, HORVU.MOREX.r3.1HG0095250.0, 105, 1947

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G026750.0, HORVU.MOREX.r3.1HG0028220.0, 105, 5352

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G089550.0, HORVU.MOREX.r3.1HG0089730.0, 105, 212
HORVU1Hr1G089550.0, HORVU.MOREX.r3.1HG0089750.0, 105, 1086
HORVU1Hr1G089550.0, HORVU.MOREX.r3.1HG0089720.0, 105, 191
HORVU1Hr1G089550.0, HORVU.MOREX.r3.1HG0089740.0, 105, 263
HORVU1Hr1G089550.0, HORVU.MOREX.r3.1HG0089710.0, 105, 1191

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G041910.0, HORVU.MOREX.r3.1HG0043860.0, 105, 975

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G072100.0, HORVU.MOREX.r3.1HG0073260.0, 105, 731

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G000030.0, HORVU.MOREX.r3.1HG0000030.0, 105, 629

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G051380.0, HORVU.MOREX.r3.1HG0053930.0, 105, 5617

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G044680.0, HORVU.MOREX.r3.1HG0047060.0, 105, 2012

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G011530.0, HORVU.MOREX.r3.1HG0012040.0, 105, 593
HORVU1Hr1G011530.0, HORVU.MOREX.r3.1HG0012030.0, 105, 1118
HORVU1Hr1G011530.0, HORVU.MOREX.r3.1HG0012020.0, 105, 2347

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G004650.0, HORVU.MOREX.r3.1HG0005000.0, 105, 2421

Old stable ID, New stable ID, Release, Mapping score
HORVU1Hr1G054430.0, HORVU.MOREX.r3.1HG0056810.0, 105, 3206
